reaction_index,reaction_smiles,tabulated_constant,temperature_celsius,solvent,temperature,solvent_part,reactant_smiles,product_smiles,n_reactants,n_products
630,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:19])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:19])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,-0.61,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:19])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:19])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,1,1
631,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:18][CH3:19])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:18][CH3:19])[cH:15][cH:16]1,-0.61,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:18][CH3:19])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:18][CH3:19])[cH:15][cH:16]1,1,1
632,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Br:19])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Br:19])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,-0.63,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Br:19])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Br:19])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,1,1
633,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:19][CH3:20])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:19][CH3:20])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,-0.36,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:19][CH3:20])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:19][CH3:20])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,1,1
634,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:19][CH3:20])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:19][CH3:20])[cH:15][cH:16]1,-0.36,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:19][CH3:20])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:19][CH3:20])[cH:15][cH:16]1,1,1
635,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][c:9]([N+:19](=[O:20])[O-:21])[cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][c:9]([N+:19](=[O:20])[O-:21])[cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,-0.91,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][c:9]([N+:19](=[O:20])[O-:21])[cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][c:9]([N+:19](=[O:20])[O-:21])[cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,1,1
636,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,0.05,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
637,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,0.2,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
638,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,-0.07,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
639,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Br:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Br:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,-0.13,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Br:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Br:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
640,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:18][CH3:19])[cH:9][cH:8]1)[CH3:5])\[NH:4][CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:18][CH3:19])[cH:9][cH:8]1)[CH3:5])=[N:4]/[CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,0.21,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:18][CH3:19])[cH:9][cH:8]1)[CH3:5])\[NH:4][CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:18][CH3:19])[cH:9][cH:8]1)[CH3:5])=[N:4]/[CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
641,[CH:1](=[C:2](/[c:3]1[cH:6][cH:10][c:9]([N+:18]([O-:19])=[O:20])[cH:8][cH:7]1)[CH3:5])\[NH:4][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[CH:1](\[CH:2]([c:3]1[cH:6][cH:10][c:9]([N+:18]([O-:19])=[O:20])[cH:8][cH:7]1)[CH3:5])=[N:4]/[CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,-1.17,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:6][cH:10][c:9]([N+:18]([O-:19])=[O:20])[cH:8][cH:7]1)[CH3:5])\[NH:4][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[CH:1](\[CH:2]([c:3]1[cH:6][cH:10][c:9]([N+:18]([O-:19])=[O:20])[cH:8][cH:7]1)[CH3:5])=[N:4]/[CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
642,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][c:9]([N+:18](=[O:19])[O-:20])[cH:8]1)[CH3:5])\[NH:4][CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][c:9]([N+:18](=[O:19])[O-:20])[cH:8]1)[CH3:5])=[N:4]/[CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,-0.34,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][c:9]([N+:18](=[O:19])[O-:20])[cH:8]1)[CH3:5])\[NH:4][CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][c:9]([N+:18](=[O:19])[O-:20])[cH:8]1)[CH3:5])=[N:4]/[CH2:6][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,1,1
643,[c:1]1([OH:15])[cH:2][cH:3][cH:4][c:5]2[c:6]1[n:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1>>[c:1]1([O-:15])[cH:2][cH:3][cH:4][c:5]2[c:6]1[nH+:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,-0.48,20,ethanol,293,0.0891,[c:1]1([OH:15])[cH:2][cH:3][cH:4][c:5]2[c:6]1[n:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,[c:1]1([O-:15])[cH:2][cH:3][cH:4][c:5]2[c:6]1[nH+:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,1,1
644,[cH:1]1[c:2]([OH:15])[cH:3][cH:4][c:5]2[c:6]1[n:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1>>[cH:1]1[c:2]([O-:15])[cH:3][cH:4][c:5]2[c:6]1[nH+:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,-1.82,20,ethanol,293,0.0417,[cH:1]1[c:2]([OH:15])[cH:3][cH:4][c:5]2[c:6]1[n:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,[cH:1]1[c:2]([O-:15])[cH:3][cH:4][c:5]2[c:6]1[nH+:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,1,1
645,[cH:1]1[c:2]([OH:15])[cH:3][cH:4][c:5]2[c:6]1[n:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1>>[cH:1]1[c:2]([O-:15])[cH:3][cH:4][c:5]2[c:6]1[nH+:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,-0.8,20,ethanol,293,0.28125,[cH:1]1[c:2]([OH:15])[cH:3][cH:4][c:5]2[c:6]1[n:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,[cH:1]1[c:2]([O-:15])[cH:3][cH:4][c:5]2[c:6]1[nH+:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,1,1
646,[cH:1]1[cH:2][c:3]([OH:15])[cH:4][c:5]2[c:6]1[n:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1>>[cH:1]1[cH:2][c:3]([O-:15])[cH:4][c:5]2[c:6]1[nH+:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,0.4,20,ethanol,293,0.0891,[cH:1]1[cH:2][c:3]([OH:15])[cH:4][c:5]2[c:6]1[n:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,[cH:1]1[cH:2][c:3]([O-:15])[cH:4][c:5]2[c:6]1[nH+:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,1,1
647,[cH:1]1[cH:2][cH:3][c:4]([OH:15])[c:5]2[c:6]1[n:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1>>[cH:1]1[cH:2][cH:3][c:4]([O-:15])[c:5]2[c:6]1[nH+:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,-1.6,20,ethanol,293,0.28125,[cH:1]1[cH:2][cH:3][c:4]([OH:15])[c:5]2[c:6]1[n:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,[cH:1]1[cH:2][cH:3][c:4]([O-:15])[c:5]2[c:6]1[nH+:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,1,1
648,[cH:1]1[cH:2][cH:3][c:4]([OH:15])[c:5]2[c:6]1[n:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1>>[cH:1]1[cH:2][cH:3][c:4]([O-:15])[c:5]2[c:6]1[nH+:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,-1.44,20,ethanol,293,0.0417,[cH:1]1[cH:2][cH:3][c:4]([OH:15])[c:5]2[c:6]1[n:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,[cH:1]1[cH:2][cH:3][c:4]([O-:15])[c:5]2[c:6]1[nH+:7][c:10]1[c:9]([cH:8]2)[cH:12][cH:13][cH:14][cH:11]1,1,1
649,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2>>[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,0.11,20,"1,4-dioxane",293,0.0222,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2,[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,1,1
650,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2>>[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,-0.15,20,"1,4-dioxane",293,0.0486,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2,[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,1,1
651,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2>>[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,-0.38,20,"1,4-dioxane",293,0.0805,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2,[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,1,1
652,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2>>[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,-0.66,20,"1,4-dioxane",293,0.1199,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2,[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,1,1
653,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2>>[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,-0.93,20,"1,4-dioxane",293,0.1696,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2,[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,1,1
654,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2>>[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,-0.98,20,"1,4-dioxane",293,0.2345,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2,[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,1,1
655,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2>>[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,-1.26,20,"1,4-dioxane",293,0.3228,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2,[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,1,1
656,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2>>[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,-1.59,20,"1,4-dioxane",293,0.4497,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2,[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,1,1
657,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2>>[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,-2.01,20,"1,4-dioxane",293,0.6476999999999999,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:10][cH:9][c:8]([OH:11])[cH:7]2,[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:10][cH:9][c:8]([O-:11])[cH:7]2,1,1
658,[cH:1]1[cH:2][cH:3][n:4][c:5]([OH:7])[cH:6]1>>[cH:1]1[cH:2][cH:3][nH+:4][c:5]([O-:7])[cH:6]1,2.53,20,water,293,1.0,[cH:1]1[cH:2][cH:3][n:4][c:5]([OH:7])[cH:6]1,[cH:1]1[cH:2][cH:3][nH+:4][c:5]([O-:7])[cH:6]1,1,1
659,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7]>>[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],0.0,20,water,293,1.0,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7],[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],1,1
660,[c:1]1([OH:7])[cH:2][cH:3][n:4][cH:5][cH:6]1>>[c:1]1([O-:7])[cH:2][cH:3][nH+:4][cH:5][cH:6]1,3.34,20,water,293,1.0,[c:1]1([OH:7])[cH:2][cH:3][n:4][cH:5][cH:6]1,[c:1]1([O-:7])[cH:2][cH:3][nH+:4][cH:5][cH:6]1,1,1
661,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[n:7][cH:10][cH:9][c:8]2[OH:11]>>[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[nH+:7][cH:10][cH:9][c:8]2[O-:11],4.38,20,water,293,1.0,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[n:7][cH:10][cH:9][c:8]2[OH:11],[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[nH+:7][cH:10][cH:9][c:8]2[O-:11],1,1
662,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:7]([OH:11])[n:10][cH:9][cH:8]2>>[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:7]([O-:11])[nH+:10][cH:9][cH:8]2,4.16,20,water,293,1.0,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:7]([OH:11])[n:10][cH:9][cH:8]2,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:7]([O-:11])[nH+:10][cH:9][cH:8]2,1,1
663,[cH:1]1[cH:2][cH:3][n:4][c:5]([SH:7])[cH:6]1>>[cH:1]1[cH:2][cH:3][nH+:4][c:5]([S-:7])[cH:6]1,4.69,20,water,293,1.0,[cH:1]1[cH:2][cH:3][n:4][c:5]([SH:7])[cH:6]1,[cH:1]1[cH:2][cH:3][nH+:4][c:5]([S-:7])[cH:6]1,1,1
664,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[SH:7]>>[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[S-:7],2.18,20,water,293,1.0,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[SH:7],[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[S-:7],1,1
665,[c:1]1([SH:7])[cH:2][cH:3][n:4][cH:5][cH:6]1>>[c:1]1([S-:7])[cH:2][cH:3][nH+:4][cH:5][cH:6]1,4.54,20,water,293,1.0,[c:1]1([SH:7])[cH:2][cH:3][n:4][cH:5][cH:6]1,[c:1]1([S-:7])[cH:2][cH:3][nH+:4][cH:5][cH:6]1,1,1
666,[n:1]1[c:2]2[c:3]([cH:4][cH:5][c:6]1[SH:11])[cH:10][cH:9][cH:8][cH:7]2>>[nH+:1]1[c:2]2[c:3]([cH:4][cH:5][c:6]1[S-:11])[cH:10][cH:9][cH:8][cH:7]2,5.15,20,water,293,1.0,[n:1]1[c:2]2[c:3]([cH:4][cH:5][c:6]1[SH:11])[cH:10][cH:9][cH:8][cH:7]2,[nH+:1]1[c:2]2[c:3]([cH:4][cH:5][c:6]1[S-:11])[cH:10][cH:9][cH:8][cH:7]2,1,1
667,[n:1]1[c:2]2[c:3]([c:4]([SH:11])[cH:5][cH:6]1)[cH:10][cH:9][cH:8][cH:7]2>>[nH+:1]1[c:2]2[c:3]([c:4]([S-:11])[cH:5][cH:6]1)[cH:10][cH:9][cH:8][cH:7]2,5.04,20,water,293,1.0,[n:1]1[c:2]2[c:3]([c:4]([SH:11])[cH:5][cH:6]1)[cH:10][cH:9][cH:8][cH:7]2,[nH+:1]1[c:2]2[c:3]([c:4]([S-:11])[cH:5][cH:6]1)[cH:10][cH:9][cH:8][cH:7]2,1,1
668,[n:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6]1)[c:10]([SH:11])[cH:9][cH:8][cH:7]2>>[nH+:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6]1)[c:10]([S-:11])[cH:9][cH:8][cH:7]2,1.18,20,water,293,1.0,[n:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6]1)[c:10]([SH:11])[cH:9][cH:8][cH:7]2,[nH+:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6]1)[c:10]([S-:11])[cH:9][cH:8][cH:7]2,1,1
669,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][OH:7]>>[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][O:7]1,-0.07,15,ethanol,288,1.0,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][OH:7],[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][O:7]1,1,1
670,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][OH:7]>>[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][O:7]1,-0.1,25,ethanol,298,1.0,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][OH:7],[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][O:7]1,1,1
