reaction_index,reaction_smiles,tabulated_constant,temperature_celsius,solvent,temperature,solvent_part,reactant_smiles,product_smiles,n_reactants,n_products
601,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([F:17])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([F:17])[cH:15][cH:16]1,-0.73,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([F:17])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([F:17])[cH:15][cH:16]1,1,1
602,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([Cl:17])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([Cl:17])[cH:15][cH:16]1,-1.05,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([Cl:17])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([Cl:17])[cH:15][cH:16]1,1,1
603,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([Br:17])[cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([Br:17])[cH:16]1,-1.22,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([Br:17])[cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([Br:17])[cH:16]1,1,1
604,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([Br:17])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([Br:17])[cH:15][cH:16]1,-1.05,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([Br:17])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([Br:17])[cH:15][cH:16]1,1,1
605,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([O:17][CH3:18])[cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([O:17][CH3:18])[cH:16]1,-1.12,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([O:17][CH3:18])[cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([O:17][CH3:18])[cH:16]1,1,1
606,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,-0.41,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,1,1
607,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([N:17]([CH3:18])[CH3:19])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([N:17]([CH3:18])[CH3:19])[cH:15][cH:16]1,-0.25,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([N:17]([CH3:18])[CH3:19])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([N:17]([CH3:18])[CH3:19])[cH:15][cH:16]1,1,1
608,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([N+:17](=[O:18])[O-:19])[cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([N+:17](=[O:18])[O-:19])[cH:16]1,-1.42,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([N+:17](=[O:18])[O-:19])[cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([N+:17](=[O:18])[O-:19])[cH:16]1,1,1
609,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,-1.13,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,1,1
610,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([CH3:18])[cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([CH3:18])[cH:16]1,-1.19,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([CH3:18])[cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([CH3:18])[cH:16]1,1,1
611,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([CH3:18])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([CH3:18])[cH:15][cH:16]1,-1.1,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([CH3:18])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([CH3:18])[cH:15][cH:16]1,1,1
612,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([F:18])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([F:18])[cH:15][cH:16]1,-0.83,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([F:18])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([F:18])[cH:15][cH:16]1,1,1
613,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([Cl:18])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([Cl:18])[cH:15][cH:16]1,-1.17,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([Cl:18])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([Cl:18])[cH:15][cH:16]1,1,1
614,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([Br:18])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([Br:18])[cH:15][cH:16]1,-1.19,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([Br:18])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([Br:18])[cH:15][cH:16]1,1,1
615,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([O:18][CH3:19])[cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([O:18][CH3:19])[cH:16]1,-1.23,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([O:18][CH3:19])[cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([O:18][CH3:19])[cH:16]1,1,1
616,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([N:18]([CH3:19])[CH3:20])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([N:18]([CH3:19])[CH3:20])[cH:15][cH:16]1,-0.33,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([N:18]([CH3:19])[CH3:20])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([Cl:17])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([N:18]([CH3:19])[CH3:20])[cH:15][cH:16]1,1,1
617,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,-0.92,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,1,1
618,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([CH3:19])[cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([CH3:19])[cH:16]1,-1.0,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([CH3:19])[cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([CH3:19])[cH:16]1,1,1
619,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([CH3:19])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([CH3:19])[cH:15][cH:16]1,-0.77,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([CH3:19])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([CH3:19])[cH:15][cH:16]1,1,1
620,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([F:19])[cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([F:19])[cH:16]1,-1.15,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([F:19])[cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([F:19])[cH:16]1,1,1
621,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([F:19])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([F:19])[cH:15][cH:16]1,-0.53,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([F:19])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([F:19])[cH:15][cH:16]1,1,1
622,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([Cl:19])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([Cl:19])[cH:15][cH:16]1,-0.92,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([Cl:19])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([Cl:19])[cH:15][cH:16]1,1,1
623,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([Br:19])[cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([Br:19])[cH:16]1,-1.26,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([Br:19])[cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([Br:19])[cH:16]1,1,1
624,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([Br:19])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([Br:19])[cH:15][cH:16]1,-0.92,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([Br:19])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([Br:19])[cH:15][cH:16]1,1,1
625,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([N:19]([CH3:20])[CH3:21])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([N:19]([CH3:20])[CH3:21])[cH:15][cH:16]1,-0.07,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([N:19]([CH3:20])[CH3:21])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([N:19]([CH3:20])[CH3:21])[cH:15][cH:16]1,1,1
626,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([N+:19](=[O:20])[O-:21])[cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([N+:19](=[O:20])[O-:21])[cH:16]1,-1.38,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([N+:19](=[O:20])[O-:21])[cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([N+:19](=[O:20])[O-:21])[cH:16]1,1,1
627,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([C:19]([F:20])([F:21])[F:22])[cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([C:19]([F:20])([F:21])[F:22])[cH:16]1,-1.24,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][cH:14][c:15]([C:19]([F:20])([F:21])[F:22])[cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([O:17][CH3:18])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][cH:14][c:15]([C:19]([F:20])([F:21])[F:22])[cH:16]1,1,1
628,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,-0.44,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][cH:10][cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,1,1
629,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([CH3:19])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1>>[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([CH3:19])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,-0.41,60,bromobenzene,333,1.0,[CH:1](=[C:2](/[c:3]1[cH:7][cH:11][c:10]([CH3:19])[cH:9][cH:8]1)[CH3:5])\[NH:4][c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,[CH:1](\[CH:2]([c:3]1[cH:7][cH:11][c:10]([CH3:19])[cH:9][cH:8]1)[CH3:5])=[N:4]/[c:6]1[cH:12][cH:13][c:14]([O:17][CH3:18])[cH:15][cH:16]1,1,1
