reaction_index,tabulated_constant,temperature,temperature_celsius,solvent,solvent_original,solvent_part,reactant_smiles,product_smiles,reactant_smiles_mapped,product_smiles_mapped,formal_charge,reactant_is_zwitterion,product_is_zwitterion,n_reactants,n_products
395,-1.45,293,20,water,water,1.0,Oc1cccc2cnccc12,[O-]c1cccc2c[nH+]ccc12,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:7][cH:8][cH:9][c:10]2[OH:11],[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:7][cH:8][cH:9][c:10]2[O-:11],0,False,True,1,1
396,-1.37,293,20,water,water,1.0,Oc1ccc2ccncc2c1,[O-]c1ccc2cc[nH+]cc2c1,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:7][c:8]([OH:11])[cH:9][cH:10]2,[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:7][c:8]([O-:11])[cH:9][cH:10]2,0,False,True,1,1
397,7.0,293,20,water,water,1.0,Oc1cccc2cc3ccccc3nc12,[O-]c1cccc2cc3ccccc3[nH+]c12,[n:1]1[c:2]2[c:3]([cH:4][c:5]3[c:6]1[c:14]([OH:15])[cH:13][cH:12][cH:11]3)[cH:7][cH:8][cH:9][cH:10]2,[nH+:1]1[c:2]2[c:3]([cH:4][c:5]3[c:6]1[c:14]([O-:15])[cH:13][cH:12][cH:11]3)[cH:7][cH:8][cH:9][cH:10]2,0,False,True,1,1
399,12.82,308,35,water,water,1.0,c1ccc(C(c2ccccc2)c2ccccn2)cc1,C1=CN/C(=C(\c2ccccc2)c2ccccc2)C=C1,[cH:1]1[cH:2][cH:3][n:4][c:5]([CH:7]([c:8]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:9]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:6]1,[CH:1]1=[CH:6]/[C:5](=[C:7](/[c:8]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:9]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[NH:4][CH:3]=[CH:2]1,0,False,False,1,1
400,11.88,308,35,water,water,1.0,c1ccc(Cc2ccccn2)cc1,C1=CN/C(=C/c2ccccc2)C=C1,[cH:1]1[cH:2][cH:3][n:4][c:5]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:6]1,[CH:1]1=[CH:6]/[C:5](=[CH:7]\[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[NH:4][CH:3]=[CH:2]1,0,False,False,1,1
401,-0.96,303,30,methanol,methanol,1.0,CC(C)/N=C/c1ccc(O)cc1,CC(C)N/C=C1/C=CC(=O)C=C1,[c:1]1(/[CH:7]=[N:8]/[CH:9]([CH3:10])[CH3:11])[cH:2][cH:3][c:4]([OH:12])[cH:5][cH:6]1,[C:1]1(=[CH:7]/[NH:8][CH:9]([CH3:10])[CH3:11])\[CH:2]=[CH:3][C:4](=[O:12])[CH:5]=[CH:6]1,0,False,False,1,1
409,-0.25,293,20,toluene,toluene,1.0,CCCCN/C=C1\C=CC=CC1=S,CCCC/N=C/c1ccccc1S,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][CH2:10][CH2:11][CH2:12][CH3:13],[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[CH2:10][CH2:11][CH2:12][CH3:13],0,False,False,1,1
410,-0.21,303,30,toluene,toluene,1.0,CCCCN/C=C1\C=CC=CC1=S,CCCC/N=C/c1ccccc1S,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][CH2:10][CH2:11][CH2:12][CH3:13],[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[CH2:10][CH2:11][CH2:12][CH3:13],0,False,False,1,1
411,-0.19,313,40,toluene,toluene,1.0,CCCCN/C=C1\C=CC=CC1=S,CCCC/N=C/c1ccccc1S,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][CH2:10][CH2:11][CH2:12][CH3:13],[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[CH2:10][CH2:11][CH2:12][CH3:13],0,False,False,1,1
412,0.81,283,10,toluene,toluene,1.0,S=C1C=CC=C/C1=C\Nc1ccccc1,Sc1ccccc1/C=N/c1ccccc1,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,0,False,False,1,1
413,0.86,293,20,toluene,toluene,1.0,S=C1C=CC=C/C1=C\Nc1ccccc1,Sc1ccccc1/C=N/c1ccccc1,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,0,False,False,1,1
414,0.91,303,30,toluene,toluene,1.0,S=C1C=CC=C/C1=C\Nc1ccccc1,Sc1ccccc1/C=N/c1ccccc1,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,0,False,False,1,1
415,-0.11,293,20,toluene,toluene,1.0,S=C1C=CC=C/C1=C\Nc1ccccc1,Sc1ccccc1/C=N/c1ccccc1,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,0,False,False,1,1
416,-0.01,303,30,toluene,toluene,1.0,S=C1C=CC=C/C1=C\Nc1ccccc1,Sc1ccccc1/C=N/c1ccccc1,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,0,False,False,1,1
417,0.08,313,40,toluene,toluene,1.0,S=C1C=CC=C/C1=C\Nc1ccccc1,Sc1ccccc1/C=N/c1ccccc1,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,0,False,False,1,1
418,-0.26,298,25,water,water,1.0,Nc1cc(C(=O)O)cc2ccccc12,[NH3+]c1cc(C(=O)[O-])cc2ccccc12,[cH:1]1[c:2]2[c:3]([c:4]([NH2:14])[cH:5][c:6]1[C:11](=[O:12])[OH:13])[cH:7][cH:8][cH:9][cH:10]2,[cH:1]1[c:2]2[c:3]([c:4]([NH3+:14])[cH:5][c:6]1[C:11](=[O:12])[O-:13])[cH:7][cH:8][cH:9][cH:10]2,0,False,True,1,1
419,0.69,298,25,water,water,1.0,Nc1cc(C(=O)O)c2ccccc2c1,[NH3+]c1cc(C(=O)[O-])c2ccccc2c1,[c:1]1([C:12]([OH:13])=[O:14])[c:2]2[c:3]([cH:4][c:5]([NH2:11])[cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,[c:1]1([C:12]([O-:13])=[O:14])[c:2]2[c:3]([cH:4][c:5]([NH3+:11])[cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,0,False,True,1,1
539,-1.02,333,60,dmso,methanesulfinylmethane,1.0,CC(C=O)c1ccccc1,C/C(=C\O)c1ccccc1,[CH:1]([CH:2]([c:4]1[cH:8][cH:7][cH:6][cH:10][cH:9]1)[CH3:5])=[O:3],[CH:1](=[C:2](/[c:4]1[cH:8][cH:7][cH:6][cH:10][cH:9]1)[CH3:5])\[OH:3],0,False,False,1,1
540,-1.01,333,60,dmso,methanesulfinylmethane,1.0,Cc1cccc(C(C)C=O)c1,C/C(=C\O)c1cccc(C)c1,[CH:1]([CH:2]([c:4]1[cH:8][c:7]([CH3:11])[cH:6][cH:10][cH:9]1)[CH3:5])=[O:3],[CH:1](=[C:2](/[c:4]1[cH:8][c:7]([CH3:11])[cH:6][cH:10][cH:9]1)[CH3:5])\[OH:3],0,False,False,1,1
541,-1.09,333,60,dmso,methanesulfinylmethane,1.0,Cc1ccc(C(C)C=O)cc1,C/C(=C\O)c1ccc(C)cc1,[CH:1]([CH:2]([c:4]1[cH:8][cH:7][c:6]([CH3:11])[cH:10][cH:9]1)[CH3:5])=[O:3],[CH:1](=[C:2](/[c:4]1[cH:8][cH:7][c:6]([CH3:11])[cH:10][cH:9]1)[CH3:5])\[OH:3],0,False,False,1,1
542,-1.09,333,60,dmso,methanesulfinylmethane,1.0,CC(C=O)c1ccc(F)cc1,C/C(=C\O)c1ccc(F)cc1,[CH:1]([CH:2]([c:4]1[cH:8][cH:7][c:6]([F:11])[cH:10][cH:9]1)[CH3:5])=[O:3],[CH:1](=[C:2](/[c:4]1[cH:8][cH:7][c:6]([F:11])[cH:10][cH:9]1)[CH3:5])\[OH:3],0,False,False,1,1
543,-0.74,333,60,dmso,methanesulfinylmethane,1.0,CC(C=O)c1ccc(Cl)cc1,C/C(=C\O)c1ccc(Cl)cc1,[CH:1]([CH:2]([c:4]1[cH:8][cH:7][c:6]([Cl:11])[cH:10][cH:9]1)[CH3:5])=[O:3],[CH:1](=[C:2](/[c:4]1[cH:8][cH:7][c:6]([Cl:11])[cH:10][cH:9]1)[CH3:5])\[OH:3],0,False,False,1,1
544,-0.78,333,60,dmso,methanesulfinylmethane,1.0,CC(C=O)c1ccc(Br)cc1,C/C(=C\O)c1ccc(Br)cc1,[CH:1]([CH:2]([c:4]1[cH:8][cH:7][c:6]([Br:11])[cH:10][cH:9]1)[CH3:5])=[O:3],[CH:1](=[C:2](/[c:4]1[cH:8][cH:7][c:6]([Br:11])[cH:10][cH:9]1)[CH3:5])\[OH:3],0,False,False,1,1
545,-0.64,333,60,dmso,methanesulfinylmethane,1.0,CC(C=O)c1cccc(Br)c1,C/C(=C\O)c1cccc(Br)c1,[CH:1]([CH:2]([c:4]1[cH:8][c:7]([Br:11])[cH:6][cH:10][cH:9]1)[CH3:5])=[O:3],[CH:1](=[C:2](/[c:4]1[cH:8][c:7]([Br:11])[cH:6][cH:10][cH:9]1)[CH3:5])\[OH:3],0,False,False,1,1
546,-0.94,333,60,dmso,methanesulfinylmethane,1.0,COc1cccc(C(C)C=O)c1,COc1cccc(/C(C)=C/O)c1,[CH:1]([CH:2]([c:4]1[cH:8][c:7]([O:11][CH3:12])[cH:6][cH:10][cH:9]1)[CH3:5])=[O:3],[CH:1](=[C:2](/[c:4]1[cH:8][c:7]([O:11][CH3:12])[cH:6][cH:10][cH:9]1)[CH3:5])\[OH:3],0,False,False,1,1
547,-1.17,333,60,dmso,methanesulfinylmethane,1.0,COc1ccc(C(C)C=O)cc1,COc1ccc(/C(C)=C/O)cc1,[CH:1]([CH:2]([c:4]1[cH:8][cH:7][c:6]([O:11][CH3:12])[cH:10][cH:9]1)[CH3:5])=[O:3],[CH:1](=[C:2](/[c:4]1[cH:8][cH:7][c:6]([O:11][CH3:12])[cH:10][cH:9]1)[CH3:5])\[OH:3],0,False,False,1,1
548,-0.002,333,60,dmso,methanesulfinylmethane,1.0,CC(C=O)c1ccc([N+](=O)[O-])cc1,C/C(=C\O)c1ccc([N+](=O)[O-])cc1,[CH:1]([CH:2]([c:4]1[cH:8][cH:7][c:6]([N+:11]([O-:12])=[O:13])[cH:10][cH:9]1)[CH3:5])=[O:3],[CH:1](=[C:2](/[c:4]1[cH:8][cH:7][c:6]([N+:11]([O-:12])=[O:13])[cH:10][cH:9]1)[CH3:5])\[OH:3],0,False,False,1,1
549,-0.47,333,60,dmso,methanesulfinylmethane,1.0,CC(C=O)c1cccc([N+](=O)[O-])c1,C/C(=C\O)c1cccc([N+](=O)[O-])c1,[CH:1]([CH:2]([c:4]1[cH:8][c:7]([N+:11](=[O:12])[O-:13])[cH:6][cH:10][cH:9]1)[CH3:5])=[O:3],[CH:1](=[C:2](/[c:4]1[cH:8][c:7]([N+:11](=[O:12])[O-:13])[cH:6][cH:10][cH:9]1)[CH3:5])\[OH:3],0,False,False,1,1
658,2.53,293,20,water,water,1.0,Oc1ccccn1,[O-]c1cccc[nH+]1,[cH:1]1[cH:2][cH:3][n:4][c:5]([OH:7])[cH:6]1,[cH:1]1[cH:2][cH:3][nH+:4][c:5]([O-:7])[cH:6]1,0,False,True,1,1
659,0.0,293,20,water,water,1.0,Oc1cccnc1,[O-]c1ccc[nH+]c1,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7],[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],0,False,True,1,1
660,3.34,293,20,water,water,1.0,Oc1ccncc1,[O-]c1cc[nH+]cc1,[c:1]1([OH:7])[cH:2][cH:3][n:4][cH:5][cH:6]1,[c:1]1([O-:7])[cH:2][cH:3][nH+:4][cH:5][cH:6]1,0,False,True,1,1
661,4.38,293,20,water,water,1.0,Oc1ccnc2ccccc12,[O-]c1cc[nH+]c2ccccc12,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[n:7][cH:10][cH:9][c:8]2[OH:11],[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[nH+:7][cH:10][cH:9][c:8]2[O-:11],0,False,True,1,1
662,4.16,293,20,water,water,1.0,Oc1nccc2ccccc12,[O-]c1[nH+]ccc2ccccc12,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:7]([OH:11])[n:10][cH:9][cH:8]2,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:7]([O-:11])[nH+:10][cH:9][cH:8]2,0,False,True,1,1
663,4.69,293,20,water,water,1.0,Sc1ccccn1,[S-]c1cccc[nH+]1,[cH:1]1[cH:2][cH:3][n:4][c:5]([SH:7])[cH:6]1,[cH:1]1[cH:2][cH:3][nH+:4][c:5]([S-:7])[cH:6]1,0,False,True,1,1
664,2.18,293,20,water,water,1.0,Sc1cccnc1,[S-]c1ccc[nH+]c1,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[SH:7],[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[S-:7],0,False,True,1,1
665,4.54,293,20,water,water,1.0,Sc1ccncc1,[S-]c1cc[nH+]cc1,[c:1]1([SH:7])[cH:2][cH:3][n:4][cH:5][cH:6]1,[c:1]1([S-:7])[cH:2][cH:3][nH+:4][cH:5][cH:6]1,0,False,True,1,1
666,5.15,293,20,water,water,1.0,Sc1ccc2ccccc2n1,[S-]c1ccc2ccccc2[nH+]1,[n:1]1[c:2]2[c:3]([cH:4][cH:5][c:6]1[SH:11])[cH:10][cH:9][cH:8][cH:7]2,[nH+:1]1[c:2]2[c:3]([cH:4][cH:5][c:6]1[S-:11])[cH:10][cH:9][cH:8][cH:7]2,0,False,True,1,1
667,5.04,293,20,water,water,1.0,Sc1ccnc2ccccc12,[S-]c1cc[nH+]c2ccccc12,[n:1]1[c:2]2[c:3]([c:4]([SH:11])[cH:5][cH:6]1)[cH:10][cH:9][cH:8][cH:7]2,[nH+:1]1[c:2]2[c:3]([c:4]([S-:11])[cH:5][cH:6]1)[cH:10][cH:9][cH:8][cH:7]2,0,False,True,1,1
668,1.18,293,20,water,water,1.0,Sc1cccc2ncccc12,[S-]c1cccc2[nH+]cccc12,[n:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6]1)[c:10]([SH:11])[cH:9][cH:8][cH:7]2,[nH+:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6]1)[c:10]([S-:11])[cH:9][cH:8][cH:7]2,0,False,True,1,1
675,-0.21,298,25,acetonitrile,acetonitrile,1.0,CC(=O)CCCCO,CC1(O)CCCCO1,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][OH:8],[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][CH2:7][O:8]1,0,False,False,1,1
676,-0.1,298,25,acetonitrile,acetonitrile,1.0,CC(=O)CCCO,CC1(O)CCCO1,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][OH:7],[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][O:7]1,0,False,False,1,1
707,-0.23,288,15,dmso,methanesulfinylmethane,1.0,CC(=O)CCCO,CC1(O)CCCO1,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][OH:7],[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][O:7]1,0,False,False,1,1
708,-0.25,298,25,dmso,methanesulfinylmethane,1.0,CC(=O)CCCO,CC1(O)CCCO1,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][OH:7],[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][O:7]1,0,False,False,1,1
709,-0.1,288,15,dmso,methanesulfinylmethane,1.0,CC(=O)CCCCO,CC1(O)CCCCO1,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][OH:8],[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][CH2:7][O:8]1,0,False,False,1,1
710,-0.155,298,25,dmso,methanesulfinylmethane,1.0,CC(=O)CCCCO,CC1(O)CCCCO1,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][OH:8],[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][CH2:7][O:8]1,0,False,False,1,1
711,-0.15,322,49,dmso,methanesulfinylmethane,1.0,CC(=O)CCCCO,CC1(O)CCCCO1,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][OH:8],[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][CH2:7][O:8]1,0,False,False,1,1
712,-0.08,310,37,dmso,methanesulfinylmethane,1.0,CC(=O)CCCCO,CC1(O)CCCCO1,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][OH:8],[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][CH2:7][O:8]1,0,False,False,1,1
713,-0.19,310,37,dmso,methanesulfinylmethane,1.0,CC(=O)CCCO,CC1(O)CCCO1,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][OH:7],[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][O:7]1,0,False,False,1,1
714,0.52,357,84,dmso,methanesulfinylmethane,1.0,CC(=O)C(C)(C)CC(N)=O,CC1(C)CC(=O)NC1(C)O,[CH3:1][C:2](=[O:3])[C:4]([CH3:5])([CH2:6][C:8](=[O:9])[NH2:10])[CH3:7],[CH3:1][C:2]1([OH:3])[C:4]([CH3:5])([CH3:7])[CH2:6][C:8](=[O:9])[NH:10]1,0,False,False,1,1
715,0.62,307,34,dmso,methanesulfinylmethane,1.0,CC(=O)C(C)(C)CC(=O)Nc1ccccc1,CC1(C)CC(=O)N(c2ccccc2)C1(C)O,[CH3:1][C:2](=[O:3])[C:4]([CH3:5])([CH2:6][C:8](=[O:9])[NH:10][c:11]1[cH:13][cH:12][cH:16][cH:15][cH:14]1)[CH3:7],[CH3:1][C:2]1([OH:3])[C:4]([CH3:5])([CH3:7])[CH2:6][C:8](=[O:9])[N:10]1[c:11]1[cH:13][cH:12][cH:16][cH:15][cH:14]1,0,False,False,1,1
716,0.62,307,34,dmso,methanesulfinylmethane,1.0,CC(=O)C(C)(C)CC(=O)Nc1ccccc1,CC1(C)CC(=O)N(c2ccccc2)C1(C)O,[CH3:1][C:2](=[O:3])[C:4]([CH3:5])([CH2:6][C:8](=[O:9])[NH:10][c:11]1[cH:13][cH:12][cH:16][cH:15][cH:14]1)[CH3:7],[CH3:1][C:2]1([OH:3])[C:4]([CH3:5])([CH3:7])[CH2:6][C:8](=[O:9])[N:10]1[c:11]1[cH:13][cH:12][cH:16][cH:15][cH:14]1,0,False,False,1,1
717,0.77,343,70,dmso,methanesulfinylmethane,1.0,O=CCCCCCCCO,OC1CCCCCCCO1,[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]=[O:9])[OH:10],[CH2:1]1[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]([OH:9])[O:10]1,0,False,False,1,1
718,0.72,343,70,dmso,methanesulfinylmethane,1.0,O=CCCCCCCCCO,OC1CCCCCCCCO1,[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]=[O:9])[CH2:10][OH:11],[CH2:1]1[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]([OH:9])[O:11][CH2:10]1,0,False,False,1,1
719,0.37,343,70,dmso,methanesulfinylmethane,1.0,O=CCCCCCCCCCO,OC1CCCCCCCCCO1,[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]=[O:9])[CH2:10][CH2:11][OH:12],[CH2:1]1[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]([OH:9])[O:12][CH2:11][CH2:10]1,0,False,False,1,1
720,0.72,343,70,dmso,methanesulfinylmethane,1.0,O=CCCCCCCCCCCO,OC1CCCCCCCCCCO1,[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]=[O:9])[CH2:10][CH2:11][CH2:12][OH:13],[CH2:1]1[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]([OH:9])[O:13][CH2:12][CH2:11][CH2:10]1,0,False,False,1,1
721,0.16,343,70,dmso,methanesulfinylmethane,1.0,O=CCCCCCCCCCCCO,OC1CCCCCCCCCCCO1,[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]=[O:9])[CH2:10][CH2:11][CH2:12][CH2:13][OH:14],[CH2:1]1[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]([OH:9])[O:14][CH2:13][CH2:12][CH2:11][CH2:10]1,0,False,False,1,1
722,0.33,343,70,dmso,methanesulfinylmethane,1.0,O=CCCCCCCCCCCCCO,OC1CCCCCCCCCCCCO1,[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]=[O:9])[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][OH:15],[CH2:1]1[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]([OH:9])[O:15][CH2:14][CH2:13][CH2:12][CH2:11][CH2:10]1,0,False,False,1,1
723,0.48,343,70,dmso,methanesulfinylmethane,1.0,O=CCCCCCCCCCCCCCCO,OC1CCCCCCCCCCCCCCO1,[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]=[O:9])[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][OH:17],[CH2:1]1[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]([OH:9])[O:17][CH2:16][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][CH2:10]1,0,False,False,1,1
724,0.27,343,70,dmso,methanesulfinylmethane,1.0,O=CCCCCCCCCCCCCCCCCO,OC1CCCCCCCCCCCCCCCCO1,[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]=[O:9])[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][OH:19],[CH2:1]1[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH:8]([OH:9])[O:19][CH2:18][CH2:17][CH2:16][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][CH2:10]1,0,False,False,1,1
